line_number,code,vulnerability,file_name
262,"sprintf(buf,
",1,bind-9.11.0_lib2Flwres2Fprint.c
277,"sprintf(buf, ""%"" LWRES_PRINT_QUADFORMAT ""u"",
",1,bind-9.11.0_lib2Flwres2Fprint.c
295,"sprintf(buf, ""%"" LWRES_PRINT_QUADFORMAT ""x"",
",1,bind-9.11.0_lib2Flwres2Fprint.c
313,"sprintf(buf, ""%"" LWRES_PRINT_QUADFORMAT ""X"",
",1,bind-9.11.0_lib2Flwres2Fprint.c
440,"sprintf(buf, ""%p"", v);
",1,bind-9.11.0_lib2Flwres2Fprint.c
520,"sprintf(fmt, ""%%%s%s.%lu%s%c"", alt ? ""#"" : """",
",1,bind-9.11.0_lib2Flwres2Fprint.c
537,"sprintf(buf, fmt, dbl);
",1,bind-9.11.0_lib2Flwres2Fprint.c
583,"// 277,0;277,48
",0,bind-9.11.0_lib2Flwres2Fprint.c
336,"pad--;
",0,bind-9.11.0_lib2Flwres2Fprint.c
145,"}
",0,bind-9.11.0_lib2Flwres2Fprint.c
442,"if (precision > length)
",0,bind-9.11.0_lib2Flwres2Fprint.c
452,"*str++ = ' ';
",0,bind-9.11.0_lib2Flwres2Fprint.c
476,"}
",0,bind-9.11.0_lib2Flwres2Fprint.c
40,"lwres__print_snprintf(char *str, size_t size, const char *format, ...) {
",0,bind-9.11.0_lib2Flwres2Fprint.c
98,"continue;
",0,bind-9.11.0_lib2Flwres2Fprint.c
187,"strcpy ((char *) name, namebuf);
",1,binutils1_bfd2Fpeigen.c
2718,"sprintf (&signature[i*2], ""%02x"", cvinfo->Signature[i] & 0xff);
",1,binutils1_bfd2Fpeigen.c
3695,"sprintf (buffer + strlen (buffer), ""%.1s"", name);
",1,binutils1_bfd2Fpeigen.c
3709,"strcpy (buffer, ""type: "");
",1,binutils1_bfd2Fpeigen.c
3717,"sprintf (buffer + strlen (buffer), ""%x"", id);
",1,binutils1_bfd2Fpeigen.c
3720,"case 1: strcat (buffer, "" (CURSOR)""); break;
",1,binutils1_bfd2Fpeigen.c
3721,"case 2: strcat (buffer, "" (BITMAP)""); break;
",1,binutils1_bfd2Fpeigen.c
3722,"case 3: strcat (buffer, "" (ICON)""); break;
",1,binutils1_bfd2Fpeigen.c
3723,"case 4: strcat (buffer, "" (MENU)""); break;
",1,binutils1_bfd2Fpeigen.c
3724,"case 5: strcat (buffer, "" (DIALOG)""); break;
",1,binutils1_bfd2Fpeigen.c
3725,"case 6: strcat (buffer, "" (STRING)""); is_string = TRUE; break;
",1,binutils1_bfd2Fpeigen.c
3726,"case 7: strcat (buffer, "" (FONTDIR)""); break;
",1,binutils1_bfd2Fpeigen.c
3727,"case 8: strcat (buffer, "" (FONT)""); break;
",1,binutils1_bfd2Fpeigen.c
3728,"case 9: strcat (buffer, "" (ACCELERATOR)""); break;
",1,binutils1_bfd2Fpeigen.c
3729,"case 10: strcat (buffer, "" (RCDATA)""); break;
",1,binutils1_bfd2Fpeigen.c
3730,"case 11: strcat (buffer, "" (MESSAGETABLE)""); break;
",1,binutils1_bfd2Fpeigen.c
3731,"case 12: strcat (buffer, "" (GROUP_CURSOR)""); break;
",1,binutils1_bfd2Fpeigen.c
3732,"case 14: strcat (buffer, "" (GROUP_ICON)""); break;
",1,binutils1_bfd2Fpeigen.c
3733,"case 16: strcat (buffer, "" (VERSION)""); break;
",1,binutils1_bfd2Fpeigen.c
3734,"case 17: strcat (buffer, "" (DLGINCLUDE)""); break;
",1,binutils1_bfd2Fpeigen.c
3735,"case 19: strcat (buffer, "" (PLUGPLAY)""); break;
",1,binutils1_bfd2Fpeigen.c
3736,"case 20: strcat (buffer, "" (VXD)""); break;
",1,binutils1_bfd2Fpeigen.c
3737,"case 21: strcat (buffer, "" (ANICURSOR)""); break;
",1,binutils1_bfd2Fpeigen.c
3738,"case 22: strcat (buffer, "" (ANIICON)""); break;
",1,binutils1_bfd2Fpeigen.c
3739,"case 23: strcat (buffer, "" (HTML)""); break;
",1,binutils1_bfd2Fpeigen.c
3740,"case 24: strcat (buffer, "" (MANIFEST)""); break;
",1,binutils1_bfd2Fpeigen.c
3741,"case 240: strcat (buffer, "" (DLGINIT)""); break;
",1,binutils1_bfd2Fpeigen.c
3742,"case 241: strcat (buffer, "" (TOOLBAR)""); break;
",1,binutils1_bfd2Fpeigen.c
3749,"strcat (buffer, "" name: "");
",1,binutils1_bfd2Fpeigen.c
3756,"sprintf (buffer + strlen (buffer), ""%x"", id);
",1,binutils1_bfd2Fpeigen.c
3759,"sprintf (buffer + strlen (buffer), "" (resource id range: %d - %d)"",
",1,binutils1_bfd2Fpeigen.c
3766,"strcat (buffer, "" lang: "");
",1,binutils1_bfd2Fpeigen.c
3771,"sprintf (buffer + strlen (buffer), ""%x"", entry->name_id.id);
",1,binutils1_bfd2Fpeigen.c
1785,"bfd_vma eat_member = bfd_get_32 (abfd,
",0,binutils1_bfd2Fpeigen.c
4037,"}
",0,binutils1_bfd2Fpeigen.c
35,"""Peering Inside the PE: A Tour of the Win32 Portable Executable
",0,binutils1_bfd2Fpeigen.c
520,"GET_OPTHDR_SIZE_OF_HEAP_COMMIT (abfd, src->SizeOfHeapCommit);
",0,binutils1_bfd2Fpeigen.c
2914,"static bfd_boolean
",0,binutils1_bfd2Fpeigen.c
4605,"// 3740,14;3740,20
",0,binutils1_bfd2Fpeigen.c
3911,"swapped = FALSE;
",0,binutils1_bfd2Fpeigen.c
1600,"{
",0,binutils1_bfd2Fpeigen.c
574,"aouthdr_int->text_start += a->ImageBase;
",0,binutils1_bfd2Fpeigen.c
960,"((scnhdr_int->s_vaddr
",0,binutils1_bfd2Fpeigen.c
4345,"have symbol table access.
",0,binutils1_bfd2Fpeigen.c
1571,"fprintf (file, ""\t%04lx"",
",0,binutils1_bfd2Fpeigen.c
3580,"return 1;
",0,binutils1_bfd2Fpeigen.c
976,"{
",0,binutils1_bfd2Fpeigen.c
4261,"rva_bias += data - p;
",0,binutils1_bfd2Fpeigen.c
1043,"pe_required_section_flags * p;
",0,binutils1_bfd2Fpeigen.c
1143,"H_PUT_32(abfd, in->PointerToRawData, ext->PointerToRawData);
",0,binutils1_bfd2Fpeigen.c
4535,"tmp_data, 0, x);
",0,binutils1_bfd2Fpeigen.c
3523,"bfd_byte * next_entry;
",0,binutils1_bfd2Fpeigen.c
3565,"/* Return the length (number of units) of the first character in S,
",0,binutils1_bfd2Fpeigen.c
1989,"0x03 Glue Code Sequence.  */
",0,binutils1_bfd2Fpeigen.c
1609,"bfd_vma eat_addr;		/* RVA to the export address table.  */
",0,binutils1_bfd2Fpeigen.c
3690,"{
",0,binutils1_bfd2Fpeigen.c
4178,"padding bytes when parsing the input .rsrc sections.  */
",0,binutils1_bfd2Fpeigen.c
1516,"{
",0,binutils1_bfd2Fpeigen.c
1105,"/* PE can deal with large #s of relocs, but not here.  */
",0,binutils1_bfd2Fpeigen.c
2002,"break;
",0,binutils1_bfd2Fpeigen.c
801,"aouthdr_out->NumberOfRvaAndSizes);
",0,binutils1_bfd2Fpeigen.c
3342,"if (entry == NULL)
",0,binutils1_bfd2Fpeigen.c
3248,"bfd_byte *       data,
",0,binutils1_bfd2Fpeigen.c
3592,"}
",0,binutils1_bfd2Fpeigen.c
4404,"pe_data (abfd)->pe_opthdr.DataDirectory[PE_IMPORT_ADDRESS_TABLE].VirtualAddress =
",0,binutils1_bfd2Fpeigen.c
3943,"if (entry->is_name == FALSE
",0,binutils1_bfd2Fpeigen.c
187,"strcpy ((char *) name, namebuf);
",1,binutils1_bfd2Fpex64igen.c
2718,"sprintf (&signature[i*2], ""%02x"", cvinfo->Signature[i] & 0xff);
",1,binutils1_bfd2Fpex64igen.c
3695,"sprintf (buffer + strlen (buffer), ""%.1s"", name);
",1,binutils1_bfd2Fpex64igen.c
3709,"strcpy (buffer, ""type: "");
",1,binutils1_bfd2Fpex64igen.c
3717,"sprintf (buffer + strlen (buffer), ""%x"", id);
",1,binutils1_bfd2Fpex64igen.c
3720,"case 1: strcat (buffer, "" (CURSOR)""); break;
",1,binutils1_bfd2Fpex64igen.c
3721,"case 2: strcat (buffer, "" (BITMAP)""); break;
",1,binutils1_bfd2Fpex64igen.c
3722,"case 3: strcat (buffer, "" (ICON)""); break;
",1,binutils1_bfd2Fpex64igen.c
3723,"case 4: strcat (buffer, "" (MENU)""); break;
",1,binutils1_bfd2Fpex64igen.c
3724,"case 5: strcat (buffer, "" (DIALOG)""); break;
",1,binutils1_bfd2Fpex64igen.c
3725,"case 6: strcat (buffer, "" (STRING)""); is_string = TRUE; break;
",1,binutils1_bfd2Fpex64igen.c
3726,"case 7: strcat (buffer, "" (FONTDIR)""); break;
",1,binutils1_bfd2Fpex64igen.c
3727,"case 8: strcat (buffer, "" (FONT)""); break;
",1,binutils1_bfd2Fpex64igen.c
3728,"case 9: strcat (buffer, "" (ACCELERATOR)""); break;
",1,binutils1_bfd2Fpex64igen.c
3729,"case 10: strcat (buffer, "" (RCDATA)""); break;
",1,binutils1_bfd2Fpex64igen.c
3730,"case 11: strcat (buffer, "" (MESSAGETABLE)""); break;
",1,binutils1_bfd2Fpex64igen.c
3731,"case 12: strcat (buffer, "" (GROUP_CURSOR)""); break;
",1,binutils1_bfd2Fpex64igen.c
3732,"case 14: strcat (buffer, "" (GROUP_ICON)""); break;
",1,binutils1_bfd2Fpex64igen.c
3733,"case 16: strcat (buffer, "" (VERSION)""); break;
",1,binutils1_bfd2Fpex64igen.c
3734,"case 17: strcat (buffer, "" (DLGINCLUDE)""); break;
",1,binutils1_bfd2Fpex64igen.c
3735,"case 19: strcat (buffer, "" (PLUGPLAY)""); break;
",1,binutils1_bfd2Fpex64igen.c
3736,"case 20: strcat (buffer, "" (VXD)""); break;
",1,binutils1_bfd2Fpex64igen.c
3737,"case 21: strcat (buffer, "" (ANICURSOR)""); break;
",1,binutils1_bfd2Fpex64igen.c
3738,"case 22: strcat (buffer, "" (ANIICON)""); break;
",1,binutils1_bfd2Fpex64igen.c
3739,"case 23: strcat (buffer, "" (HTML)""); break;
",1,binutils1_bfd2Fpex64igen.c
3740,"case 24: strcat (buffer, "" (MANIFEST)""); break;
",1,binutils1_bfd2Fpex64igen.c
3741,"case 240: strcat (buffer, "" (DLGINIT)""); break;
",1,binutils1_bfd2Fpex64igen.c
3742,"case 241: strcat (buffer, "" (TOOLBAR)""); break;
",1,binutils1_bfd2Fpex64igen.c
3749,"strcat (buffer, "" name: "");
",1,binutils1_bfd2Fpex64igen.c
3756,"sprintf (buffer + strlen (buffer), ""%x"", id);
",1,binutils1_bfd2Fpex64igen.c
3759,"sprintf (buffer + strlen (buffer), "" (resource id range: %d - %d)"",
",1,binutils1_bfd2Fpex64igen.c
3766,"strcat (buffer, "" lang: "");
",1,binutils1_bfd2Fpex64igen.c
3771,"sprintf (buffer + strlen (buffer), ""%x"", entry->name_id.id);
",1,binutils1_bfd2Fpex64igen.c
423,"H_PUT_16 (abfd, in->x_sym.x_fcnary.x_ary.x_dimen[2],
",0,binutils1_bfd2Fpex64igen.c
164,"if (sec != NULL)
",0,binutils1_bfd2Fpex64igen.c
4119,"rsrc_sort_entries (& adir->ids, FALSE, adir);
",0,binutils1_bfd2Fpex64igen.c
1709,"fprintf (file,
",0,binutils1_bfd2Fpex64igen.c
1770,"fprintf (file,
",0,binutils1_bfd2Fpex64igen.c
1213,"H_PUT_32 (abfd, CVINFO_PDB70_CVSIGNATURE, cvinfo70->CvSignature);
",0,binutils1_bfd2Fpex64igen.c
1966,"prolog_end_addr &= ~(bfd_vma) 0x3;
",0,binutils1_bfd2Fpex64igen.c
4141,"rsrc_write_data   write_data;
",0,binutils1_bfd2Fpex64igen.c
2287,"}
",0,binutils1_bfd2Fpex64igen.c
1593,"bfd_byte *data;
",0,binutils1_bfd2Fpex64igen.c
1273,"bfd_size_type dataoff;
",0,binutils1_bfd2Fpex64igen.c
3603,"return 1;
",0,binutils1_bfd2Fpex64igen.c
3335,"if (chain->num_entries == 0)
",0,binutils1_bfd2Fpex64igen.c
1381,"_(""\nThe Import Tables (interpreted %s section contents)\n""),
",0,binutils1_bfd2Fpex64igen.c
451,"_bfd_pex64i_swap_lineno_out (bfd * abfd, void * inp, void * outp)
",0,binutils1_bfd2Fpex64igen.c
4140,"rsrc_directory *  type_tables;
",0,binutils1_bfd2Fpex64igen.c
640,"ib = extra->ImageBase;
",0,binutils1_bfd2Fpex64igen.c
4534,"bfd_set_section_contents (pfinfo->output_bfd, sec,
",0,binutils1_bfd2Fpex64igen.c
52,"FIXME: Please add more docs here so the next poor fool that has to hack
",0,binutils1_bfd2Fpex64igen.c
1030,"{ "".data"",  IMAGE_SCN_MEM_READ | IMAGE_SCN_CNT_INITIALIZED_DATA | IMAGE_SCN_MEM_WRITE },
",0,binutils1_bfd2Fpex64igen.c
3522,"unsigned int i;
",0,binutils1_bfd2Fpex64igen.c
4246,"data = datastart;
",0,binutils1_bfd2Fpex64igen.c
4531,"qsort (tmp_data,
",0,binutils1_bfd2Fpex64igen.c
413,"{
",0,binutils1_bfd2Fpex64igen.c
1744,"_(""Table Addresses\n""));
",0,binutils1_bfd2Fpex64igen.c
2471,"(long) bfd_get_32 (abfd, data + 4),
",0,binutils1_bfd2Fpex64igen.c
3470,"if (entry->is_dir)
",0,binutils1_bfd2Fpex64igen.c
2173,"{
",0,binutils1_bfd2Fpex64igen.c
1436,"if (hint_addr != 0)
",0,binutils1_bfd2Fpex64igen.c
3295,"datastart + WithoutHighBit (val),
",0,binutils1_bfd2Fpex64igen.c
1767,"long forwarder_rva;
",0,binutils1_bfd2Fpex64igen.c
3490,"return;
",0,binutils1_bfd2Fpex64igen.c
3235,"struct rsrc_entry *     next_entry;
",0,binutils1_bfd2Fpex64igen.c
512,"strcpy (sset, name);
",1,binutils1_ld2Feelf32_x86_64.c
575,"sprintf (freeme, ""%s/%s"", current_dir, replacement);
",1,binutils1_ld2Feelf32_x86_64.c
623,"sprintf (filename2, ""%.*s%s/%s"",
",1,binutils1_ld2Feelf32_x86_64.c
630,"sprintf (filename2, ""%.*s%s"",
",1,binutils1_ld2Feelf32_x86_64.c
698,"strcpy (ret, ld_sysroot);
",1,binutils1_ld2Feelf32_x86_64.c
705,"strcpy (p, ld_sysroot);
",1,binutils1_ld2Feelf32_x86_64.c
1340,"sprintf (filename, ""%s/%s"", search->name, l->name);
",1,binutils1_ld2Feelf32_x86_64.c
1462,"sprintf (buf, ""%s%c%s"", *to,
",1,binutils1_ld2Feelf32_x86_64.c
1671,"sprintf (string, ""%s/%s"", search->name, filename);
",1,binutils1_ld2Feelf32_x86_64.c
1684,"sprintf (string, ""%s/lib%s%s.so"", search->name, filename, arch);
",1,binutils1_ld2Feelf32_x86_64.c
4569,"__bss_start = .;\n\
",0,binutils1_ld2Feelf32_x86_64.c
3633,"is in.  */\n\
",0,binutils1_ld2Feelf32_x86_64.c
4253,"PROVIDE (_etext = .);\n\
",0,binutils1_ld2Feelf32_x86_64.c
35,"#include ""bfdlink.h""
",0,binutils1_ld2Feelf32_x86_64.c
2546,"{\n\
",0,binutils1_ld2Feelf32_x86_64.c
1061,"{
",0,binutils1_ld2Feelf32_x86_64.c
1082,"struct elf_link_hash_table *htab;
",0,binutils1_ld2Feelf32_x86_64.c
1059,"s = bfd_make_section_with_flags (ibfd, "".note.gnu.build-id"", flags);
",0,binutils1_ld2Feelf32_x86_64.c
1622,"if (s->output_section != NULL
",0,binutils1_ld2Feelf32_x86_64.c
2129,".preinit_array   0 :\n\
",0,binutils1_ld2Feelf32_x86_64.c
512,"strcpy (sset, name);
",1,binutils1_ld2Feelf_i386.c
575,"sprintf (freeme, ""%s/%s"", current_dir, replacement);
",1,binutils1_ld2Feelf_i386.c
623,"sprintf (filename2, ""%.*s%s/%s"",
",1,binutils1_ld2Feelf_i386.c
630,"sprintf (filename2, ""%.*s%s"",
",1,binutils1_ld2Feelf_i386.c
698,"strcpy (ret, ld_sysroot);
",1,binutils1_ld2Feelf_i386.c
705,"strcpy (p, ld_sysroot);
",1,binutils1_ld2Feelf_i386.c
1340,"sprintf (filename, ""%s/%s"", search->name, l->name);
",1,binutils1_ld2Feelf_i386.c
1462,"sprintf (buf, ""%s%c%s"", *to,
",1,binutils1_ld2Feelf_i386.c
1671,"sprintf (string, ""%s/%s"", search->name, filename);
",1,binutils1_ld2Feelf_i386.c
1684,"sprintf (string, ""%s/lib%s%s.so"", search->name, filename, arch);
",1,binutils1_ld2Feelf_i386.c
3039,"PROVIDE (etext = .);\n\
",0,binutils1_ld2Feelf_i386.c
4322,"KEEP (*(SORT_BY_INIT_PRIORITY(.init_array.*) SORT_BY_INIT_PRIORITY(.ctors.*)))\n""
",0,binutils1_ld2Feelf_i386.c
1446,"if (strncmp (op_arg, cp, op_arg_len) == 0
",0,binutils1_ld2Feelf_i386.c
1307,"}
",0,binutils1_ld2Feelf_i386.c
3781,"/* DWARF 1.1 and DWARF 2 */\n\
",0,binutils1_ld2Feelf_i386.c
4395,".stab          0 : { *(.stab) }\n\
",0,binutils1_ld2Feelf_i386.c
4289,"PROVIDE (__etext = .);\n\
",0,binutils1_ld2Feelf_i386.c
3326,".got.plt        : { *(.got.plt)  *(.igot.plt) }\n\
",0,binutils1_ld2Feelf_i386.c
3195,"SECTIONS\n\
",0,binutils1_ld2Feelf_i386.c
3289,"KEEP (*(.fini_array EXCLUDE_FILE (*crtbegin.o *crtbegin?.o *crtend.o *crtend?.o ) .dtors))\n\
",0,binutils1_ld2Feelf_i386.c
509,"strcpy (sset, name);
",1,binutils1_ld2Feelf_iamcu.c
572,"sprintf (freeme, ""%s/%s"", current_dir, replacement);
",1,binutils1_ld2Feelf_iamcu.c
620,"sprintf (filename2, ""%.*s%s/%s"",
",1,binutils1_ld2Feelf_iamcu.c
627,"sprintf (filename2, ""%.*s%s"",
",1,binutils1_ld2Feelf_iamcu.c
1053,"sprintf (filename, ""%s/%s"", search->name, l->name);
",1,binutils1_ld2Feelf_iamcu.c
1175,"sprintf (buf, ""%s%c%s"", *to,
",1,binutils1_ld2Feelf_iamcu.c
1384,"sprintf (string, ""%s/%s"", search->name, filename);
",1,binutils1_ld2Feelf_iamcu.c
1397,"sprintf (string, ""%s/lib%s%s.so"", search->name, filename, arch);
",1,binutils1_ld2Feelf_iamcu.c
4283,"KEEP (*(SORT(.dtors.*)))\n\
",0,binutils1_ld2Feelf_iamcu.c
3191,".eh_frame       : ONLY_IF_RW { KEEP (*(.eh_frame)) *(.eh_frame.*) }\n\
",0,binutils1_ld2Feelf_iamcu.c
4073,"KEEP (*(.dtors))\n\
",0,binutils1_ld2Feelf_iamcu.c
1722,"if (place != NULL)
",0,binutils1_ld2Feelf_iamcu.c
4171,".gnu.version_d  : { *(.gnu.version_d) }\n\
",0,binutils1_ld2Feelf_iamcu.c
286,"different versions of the same shared library.  For example,
",0,binutils1_ld2Feelf_iamcu.c
2349,".init_array     :\n\
",0,binutils1_ld2Feelf_iamcu.c
3702,".debug_line     0 : { *(.debug_line .debug_line.* .debug_line_end ) }\n\
",0,binutils1_ld2Feelf_iamcu.c
512,"strcpy (sset, name);
",1,binutils1_ld2Feelf_k1om.c
575,"sprintf (freeme, ""%s/%s"", current_dir, replacement);
",1,binutils1_ld2Feelf_k1om.c
623,"sprintf (filename2, ""%.*s%s/%s"",
",1,binutils1_ld2Feelf_k1om.c
630,"sprintf (filename2, ""%.*s%s"",
",1,binutils1_ld2Feelf_k1om.c
698,"strcpy (ret, ld_sysroot);
",1,binutils1_ld2Feelf_k1om.c
705,"strcpy (p, ld_sysroot);
",1,binutils1_ld2Feelf_k1om.c
1340,"sprintf (filename, ""%s/%s"", search->name, l->name);
",1,binutils1_ld2Feelf_k1om.c
1462,"sprintf (buf, ""%s%c%s"", *to,
",1,binutils1_ld2Feelf_k1om.c
1671,"sprintf (string, ""%s/%s"", search->name, filename);
",1,binutils1_ld2Feelf_k1om.c
1684,"sprintf (string, ""%s/lib%s%s.so"", search->name, filename, arch);
",1,binutils1_ld2Feelf_k1om.c
5201,"NULL
",0,binutils1_ld2Feelf_k1om.c
4409,"\""elf64-k1om\"")\n\
",0,binutils1_ld2Feelf_k1om.c
3394,"/* gcc uses crtbegin.o to find the start of\n\
",0,binutils1_ld2Feelf_k1om.c
4943,"else if (strcasecmp (optarg, ""zlib-gabi"") == 0)
",0,binutils1_ld2Feelf_k1om.c
1310,"break;
",0,binutils1_ld2Feelf_k1om.c
1341,"nn.name = filename;
",0,binutils1_ld2Feelf_k1om.c
2467,"}\n\
",0,binutils1_ld2Feelf_k1om.c
1764,"if (rela == lookrela || last_rel == NULL)
",0,binutils1_ld2Feelf_k1om.c
552,"if (needed.by == NULL)
",0,binutils1_ld2Feelf_k1om.c
4546,".got            : { *(.got) *(.igot) }\n\
",0,binutils1_ld2Feelf_k1om.c
512,"strcpy (sset, name);
",1,binutils1_ld2Feelf_l1om.c
575,"sprintf (freeme, ""%s/%s"", current_dir, replacement);
",1,binutils1_ld2Feelf_l1om.c
623,"sprintf (filename2, ""%.*s%s/%s"",
",1,binutils1_ld2Feelf_l1om.c
630,"sprintf (filename2, ""%.*s%s"",
",1,binutils1_ld2Feelf_l1om.c
698,"strcpy (ret, ld_sysroot);
",1,binutils1_ld2Feelf_l1om.c
705,"strcpy (p, ld_sysroot);
",1,binutils1_ld2Feelf_l1om.c
1340,"sprintf (filename, ""%s/%s"", search->name, l->name);
",1,binutils1_ld2Feelf_l1om.c
1462,"sprintf (buf, ""%s%c%s"", *to,
",1,binutils1_ld2Feelf_l1om.c
1671,"sprintf (string, ""%s/%s"", search->name, filename);
",1,binutils1_ld2Feelf_l1om.c
1684,"sprintf (string, ""%s/lib%s%s.so"", search->name, filename, arch);
",1,binutils1_ld2Feelf_l1om.c
1551,"{
",0,binutils1_ld2Feelf_l1om.c
895,"if (!gldelf_l1om_parse_ld_so_conf (&info, tmppath))
",0,binutils1_ld2Feelf_l1om.c
2414,"KEEP (*(SORT_NONE(.init)))\n\
",0,binutils1_ld2Feelf_l1om.c
2318,"*(.lrodata)\n\
",0,binutils1_ld2Feelf_l1om.c
681,"gldelf_l1om_add_sysroot (const char *path)
",0,binutils1_ld2Feelf_l1om.c
4005,"*(.text.exit .text.exit.*)\n\
",0,binutils1_ld2Feelf_l1om.c
3340,"*(.text .stub .text.* .gnu.linkonce.t.*)\n\
",0,binutils1_ld2Feelf_l1om.c
1467,"}
",0,binutils1_ld2Feelf_l1om.c
3999,"KEEP (*(SORT_NONE(.init)))\n\
",0,binutils1_ld2Feelf_l1om.c
1497,"prevent the symbol from being dynamic.  */
",0,binutils1_ld2Feelf_l1om.c
512,"strcpy (sset, name);
",1,binutils1_ld2Feelf_x86_64.c
575,"sprintf (freeme, ""%s/%s"", current_dir, replacement);
",1,binutils1_ld2Feelf_x86_64.c
623,"sprintf (filename2, ""%.*s%s/%s"",
",1,binutils1_ld2Feelf_x86_64.c
630,"sprintf (filename2, ""%.*s%s"",
",1,binutils1_ld2Feelf_x86_64.c
698,"strcpy (ret, ld_sysroot);
",1,binutils1_ld2Feelf_x86_64.c
705,"strcpy (p, ld_sysroot);
",1,binutils1_ld2Feelf_x86_64.c
1340,"sprintf (filename, ""%s/%s"", search->name, l->name);
",1,binutils1_ld2Feelf_x86_64.c
1462,"sprintf (buf, ""%s%c%s"", *to,
",1,binutils1_ld2Feelf_x86_64.c
1671,"sprintf (string, ""%s/%s"", search->name, filename);
",1,binutils1_ld2Feelf_x86_64.c
1684,"sprintf (string, ""%s/lib%s%s.so"", search->name, filename, arch);
",1,binutils1_ld2Feelf_x86_64.c
1038,"&& bfd_bwrite (contents, size, abfd) == size);
",0,binutils1_ld2Feelf_x86_64.c
3875,"{\n\
",0,binutils1_ld2Feelf_x86_64.c
4475,"""    KEEP (*(SORT_NONE(.init)))\n\
",0,binutils1_ld2Feelf_x86_64.c
3026,".comment       0 : { *(.comment) }\n\
",0,binutils1_ld2Feelf_x86_64.c
3216,".data1          : { *(.data1) }\n\
",0,binutils1_ld2Feelf_x86_64.c
3437,".dynamic        : { *(.dynamic) }\n\
",0,binutils1_ld2Feelf_x86_64.c
3677,"*(.bss .bss.* .gnu.linkonce.b.*)\n\
",0,binutils1_ld2Feelf_x86_64.c
4099,"KEEP (*(EXCLUDE_FILE (*crtend.o *crtend?.o ) .dtors))\n\
",0,binutils1_ld2Feelf_x86_64.c
4852,"/* DWARF debug sections.\n\
",0,binutils1_ld2Feelf_x86_64.c
2334,".stab.indexstr 0 : { *(.stab.indexstr) }\n\
",0,binutils1_ld2Feelf_x86_64.c
65,"sprintf (string, ""%s/lib%s%s.sa"", search->name, entry->filename, arch);
",1,binutils1_ld2Fei386linux.c
107,"static void
",0,binutils1_ld2Fei386linux.c
636,"strcpy (filename + prefix_len, elt_name);
",1,binutils_bfd2Farchive.c
1439,"strcpy (newp, ""../"");
",1,binutils_bfd2Farchive.c
1444,"sprintf (newp, ""%s/%s"", down, pathp);
",1,binutils_bfd2Farchive.c
1446,"strcpy (newp, pathp);
",1,binutils_bfd2Farchive.c
1652,"strcpy (strptr, normal);
",1,binutils_bfd2Farchive.c
2343,"strcpy (*(map[orl_count].name), syms[src_count]->name);
",1,binutils_bfd2Farchive.c
438,"the next region, but I'm too lazy.  */
",0,binutils_bfd2Farchive.c
488,"bfd_size_type parsed_size;
",0,binutils_bfd2Farchive.c
520,"bfd_set_error (bfd_error_malformed_archive);
",0,binutils_bfd2Farchive.c
1761,"return FALSE;
",0,binutils_bfd2Farchive.c
342,"so wrap it to avoid a compile time warning.   */
",0,binutils_bfd2Farchive.c
2196,"{
",0,binutils_bfd2Farchive.c
720,"sptr += sprintf (sptr, ""%d"", value);
",1,binutils_bfd2Fbfd.c
746,"sptr += sprintf (sptr, ""%d"", value);
",1,binutils_bfd2Fbfd.c
1999,"sprintf (buf, ""%08lx"", (unsigned long) value & 0xffffffff);
",1,binutils_bfd2Fbfd.c
1262,"internal BFD error.  We use a non-variadic type to simplify passing
",0,binutils_bfd2Fbfd.c
1966,"for (pm = &elf_seg_map (abfd); *pm != NULL; pm = &(*pm)->next)
",0,binutils_bfd2Fbfd.c
2383,"bfd_check_compression_header (bfd *abfd, bfd_byte *contents,
",0,binutils_bfd2Fbfd.c
136,"sprintf (buf, ""_binary_%s_%s"", bfd_get_filename (abfd), suffix);
",1,binutils_bfd2Fbinary.c
285,"loaded nor allocated.  The contents of such a section are not
",0,binutils_bfd2Fbinary.c
94,"strcpy (name, strings);
",1,binutils_bfd2Fcoffgen.c
265,"else
",0,binutils_bfd2Fcoffgen.c
1709,"strcpy (name_copy, elename);
",1,binutils_bfd2Fcofflink.c
1872,"}
",0,binutils_bfd2Fcofflink.c
1470,"strcpy (info->filename, filename);
",1,binutils_bfd2Fdwarf2.c
1615,"sprintf (name, ""%s/%s/%s"", dir_name, subdir_name, filename);
",1,binutils_bfd2Fdwarf2.c
1621,"sprintf (name, ""%s/%s"", dir_name, filename);
",1,binutils_bfd2Fdwarf2.c
3451,"return NULL;
",0,binutils_bfd2Fdwarf2.c
3157,"{
",0,binutils_bfd2Fdwarf2.c
4702,"{
",0,binutils_bfd2Fdwarf2.c
754,"strcpy (cie->augmentation, (char *) buf);
",1,binutils_bfd2Felf-eh-frame.c
2417,"if (contents == NULL)
",0,binutils_bfd2Felf-eh-frame.c
1630,"sprintf (buf, ""0x%lx"", p->p_type);
",1,binutils_bfd2Felf.c
1705,"sprintf (ab, ""%#"" BFD_VMA_FMT ""x"", dyn.d_tag);
",1,binutils_bfd2Felf.c
2923,"sprintf (namebuf, ""%s%d%s"", type_name, hdr_index, split ? ""a"" : """");
",1,binutils_bfd2Felf.c
